calls=2
('L', 36525)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36522)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36523)
('L', 36526)
('L', 36537)
('L', 36540)
('L', 36543)
('L', 36546)
('L', 36549)
('L', 36552)
('L', 36555)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36523)
('L', 36526)
('L', 36537)
('L', 36540)
('L', 36543)
('L', 36546)
('L', 36549)
('L', 36552)
('L', 36555)
('L', 36556)
('L', 36557)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36523)
('L', 36526)
('L', 36537)
('L', 36540)
('L', 36543)
('L', 36546)
('L', 36549)
('L', 36552)
('L', 36553)
('L', 36554)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36522)
('L', 36559)
('L', 36560)
('L', 36496)
('L', 36497)
('L', 36498)
('L', 36501)
('L', 36505)
('L', 36506)
('L', 36518)
('L', 36521)
('L', 36522)
('L', 36559)
('L', 36560)
('L', 36561)
('L', 36562)
('L', 36563)
('L', 36578)
('L', 36579)
('L', 36580)
('L', 36594)
('L', 36605)
('L', 36614)
('L', 36615)
('L', 36579)
('L', 36580)
('L', 36594)
('L', 36605)
('L', 36614)
('L', 36616)
('L', 36631)
('L', 36632)
('L', 36633)
('L', 36634)
('L', 36635)
('L', 36639)
('L', 36643)
('L', 36579)
('L', 36580)
('L', 36594)
('L', 36605)
('L', 36614)
('L', 36615)
('L', 36579)
('L', 36753)
('L', 36754)
('L', 36755)
('L', 36762)
('L', 36763)
('L', 36764)
('L', 36765)
('L', 36754)
('L', 36816)
('L', 36820)
('L', 36830)
('L', 36831)
('L', 36830)
('L', 36833)
('L', 36834)
('L', 36833)
('L', 36832)
('L', 36838)
('L', 36853)
('L', 36854)
('L', 36855)
('L', 36862)
('L', 36863)
('L', 36864)
('L', 36865)
('L', 36866)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36874)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36874)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36868)
('L', 36869)
('L', 36871)
('L', 36873)
('L', 36877)
('L', 36880)
('L', 36881)
('L', 36882)
('L', 36934)
('L', 36935)
('L', 36934)
('L', 36936)
('L', 37004)
('L', 37005)
('L', 37197)
('L', 37212)
('L', 37197)
('L', 37213)
('L', 37214)
('L', 37215)
('L', 37216)
('L', 37225)
('L', 37226)
('L', 37227)
('L', 37261)
('L', 37306)
('L', 37461)
('L', 37462)
('L', 37461)
('L', 37463)
('L', 37471)
('L', 37473)
('L', 37474)
('L', 37480)
('L', 37481)
('L', 37482)
('L', 37481)
('L', 37482)
('L', 37481)
('L', 37482)
('L', 37481)
('L', 37482)
('L', 37481)
('L', 37489)
('L', 37553)
('L', 37634)
('L', 37635)
('L', 37636)
('L', 37637)
('L', 37634)
('L', 37639)
('L', 37647)
('L', 37650)
('L', 37651)
('L', 37652)
('L', 37655)
('L', 37656)
('L', 37657)
('L', 37658)
('L', 37659)
('L', 37672)
('L', 37673)
('L', 37674)
('L', 37675)
('L', 37676)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37675)
('L', 37674)
('L', 37690)
('L', 37691)
('L', 37692)
('L', 37693)
('L', 37694)
('L', 37695)
('L', 37696)
('L', 37697)
('L', 37696)
('L', 37697)
('L', 37698)
('L', 37699)
('L', 37700)
('L', 37704)
('L', 37705)
('L', 37711)
('L', 37712)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37714)
('L', 37713)
('L', 37719)
('L', 37720)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37722)
('L', 37721)
('L', 37727)
('L', 37728)
('L', 37740)
('L', 37744)
('L', 37750)
('L', 37754)
('L', 38298)
('L', 38299)
('L', 38300)
('L', 38308)
('L', 38309)
('L', 38311)
('L', 38308)
('L', 38309)
('L', 38311)
('L', 38308)
('L', 38309)
('L', 38311)
('L', 38308)
('L', 38313)
('RET', 38313, "[{'type': 'Assign', 'targets': [{'type': 'Name', 'id': 'dc', 'ctx': 'Store'}], 'value': {'type': 'IfExp', 'test': {'type': 'Compare', 'left': {'type': 'Constant', 'value': 0, 'lineno': 3}, 'ops': ['<', '<='], 'comparators': [{'type': 'Call', 'func': {'type': 'Name', 'id': 'int', 'ctx': 'Load', 'lineno': None}, 'args': [{'type': 'Name', 'id': 'dc', 'ctx': 'Load', 'lineno': None}], 'kwargs': [], 'li")
---OUT---
# Source Generated with Decompyle++ (Python version)
# File: r66d3_pred.pyc (Python 3.11)

def v6(dc, s):
    dc = int(dc) if 0 < int(dc) <= 200 else 200
    if isinstance(s, str):
        s = [s]
    return (dc, k, s)
def v7(dc, s):
    dc = int(dc) if 0 < int(dc) <= 200 else 200
    return (dc, s)
